Number,Legs,Wings,Gender,Length,Height,Weight,Environment,Classification
3260,4,2,Male,738,90,4151.25,air,Flying Serpent
3261,4,0,Female,1124,69,6322.5,water,Serpent
3262,0,0,Male,1079,49,6069.375,cave,Wyrm
3263,4,4,Female,658,337,3701.25,mountain,Dragon
3264,4,0,Male,1016,66,5715.0,air,Serpent
3265,4,0,Male,948,65,5332.5,water,Serpent
3266,0,0,Female,1079,46,6069.375,cave,Wyrm
3267,0,0,Female,1061,46,5968.125,cave,Wyrm
3268,4,2,Female,901,68,5068.125,air,Flying Serpent
3269,4,2,Male,840,83,4725.0,air,Flying Serpent
3270,4,2,Male,789,89,4438.125,air,Flying Serpent
3271,4,6,Female,552,607,3105.0,volcanoes,Dragon
3272,4,0,Female,703,55,3954.375,water,Serpent
3273,2,2,Female,455,155,2559.375,volcanoes,Wyvern
3274,4,2,Male,466,488,2621.25,mountain,Dragon
3275,4,2,Male,863,82,4854.375,air,Flying Serpent
3276,2,2,Female,254,282,1428.75,volcanoes,Wyvern
3277,0,0,Female,1202,35,6761.25,swamp,Wyrm
3278,2,2,Female,264,128,1485.0,volcanoes,Drake
3279,4,0,Male,980,75,5512.5,air,Serpent
3280,2,2,Male,399,224,2244.375,volcanoes,Wyvern
3281,4,2,Female,260,163,1462.5,woods,Drake
3282,2,2,Female,370,247,2081.25,volcanoes,Wyvern
3283,4,2,Male,746,77,4196.25,air,Flying Serpent
3284,2,4,Male,369,140,2075.625,volcanoes,Wyvern
3285,4,0,Female,1158,58,6513.75,air,Serpent
3286,2,2,Female,373,297,2098.125,volcanoes,Wyvern
3287,4,2,Male,216,102,1215.0,volcanoes,Drake
3288,4,2,Male,610,320,3431.25,volcanoes,Dragon
3289,4,0,Female,1061,52,5968.125,water,Serpent
3290,4,6,Female,643,473,3616.875,mountain,Dragon
3291,4,2,Male,185,115,1040.625,woods,Drake
3292,4,2,Male,687,96,3864.375,air,Flying Serpent
3293,2,2,Male,205,100,1153.125,woods,Drake
3294,2,4,Female,509,267,2863.125,volcanoes,Wyvern
3295,4,0,Male,699,78,3931.875,air,Serpent
3296,2,2,Female,235,152,1321.875,cave,Drake
3297,2,2,Female,227,137,1276.875,cave,Drake
3298,4,2,Male,850,91,4781.25,air,Flying Serpent
3299,4,4,Female,530,588,2981.25,cave,Dragon
3300,2,4,Male,280,183,1575.0,volcanoes,Wyvern
3301,4,6,Male,555,545,3121.875,cave,Dragon
3302,4,2,Female,769,73,4325.625,air,Flying Serpent
3303,4,4,Male,598,285,3363.75,volcanoes,Dragon
3304,2,4,Female,504,253,2835.0,volcanoes,Wyvern
3305,4,6,Male,439,515,2469.375,cave,Dragon
3306,4,2,Male,460,314,2587.5,cave,Dragon
3307,0,0,Female,1028,49,5782.5,cave,Wyrm
3308,4,6,Male,501,514,2818.125,volcanoes,Dragon
3309,2,4,Female,572,256,3217.5,volcanoes,Wyvern
3310,4,6,Female,681,440,3830.625,cave,Dragon
3311,0,0,Female,992,45,5580.0,swamp,Wyrm
3312,4,2,Male,855,75,4809.375,air,Flying Serpent
3313,2,2,Female,255,119,1434.375,mountain,Drake
3314,0,0,Female,1051,43,5911.875,swamp,Wyrm
3315,4,2,Female,1007,81,5664.375,air,Flying Serpent
3316,2,4,Female,421,285,2368.125,volcanoes,Wyvern
3317,4,4,Male,504,339,2835.0,volcanoes,Dragon
3318,0,0,Female,1136,35,6390.0,swamp,Wyrm
3319,4,2,Female,599,407,3369.375,mountain,Dragon
3320,4,2,Male,753,98,4235.625,air,Flying Serpent
3321,2,2,Male,209,93,1175.625,mountain,Drake
3322,4,0,Female,1076,63,6052.5,air,Serpent
3323,4,2,Female,740,74,4162.5,air,Flying Serpent
3324,0,0,Female,1182,44,6648.75,swamp,Wyrm
3325,2,2,Female,467,230,2626.875,volcanoes,Wyvern
3326,4,0,Male,716,76,4027.5,water,Serpent
3327,4,2,Female,734,66,4128.75,air,Flying Serpent
3328,4,0,Male,756,72,4252.5,air,Serpent
3329,0,0,Female,1348,40,7582.5,swamp,Wyrm
3330,4,2,Male,183,126,1029.375,air,Drake
3331,4,4,Female,607,411,3414.375,volcanoes,Dragon
3332,4,2,Female,513,439,2885.625,cave,Dragon
3333,4,0,Male,825,71,4640.625,air,Serpent
3334,4,2,Female,865,66,4865.625,air,Flying Serpent
3335,4,0,Female,1071,58,6024.375,air,Serpent
3336,4,2,Male,699,85,3931.875,air,Flying Serpent
3337,2,2,Female,236,173,1327.5,mountain,Drake
3338,0,0,Male,1144,51,6435.0,swamp,Wyrm
3339,4,2,Male,214,121,1203.75,desert,Drake
3340,4,2,Male,823,83,4629.375,air,Flying Serpent
3341,2,2,Female,324,287,1822.5,volcanoes,Wyvern
3342,2,4,Male,376,206,2115.0,volcanoes,Wyvern
3343,2,2,Male,315,185,1771.875,volcanoes,Wyvern
3344,2,4,Male,339,222,1906.875,volcanoes,Wyvern
3345,0,0,Male,1051,47,5911.875,cave,Wyrm
3346,4,2,Male,417,489,2345.625,volcanoes,Dragon
3347,2,2,Female,262,147,1473.75,cave,Drake
3348,2,2,Female,386,236,2171.25,volcanoes,Wyvern
3349,2,4,Male,312,162,1755.0,volcanoes,Wyvern
3350,4,2,Male,772,79,4342.5,air,Flying Serpent
3351,0,0,Female,1297,45,7295.625,swamp,Wyrm
3352,4,0,Male,700,79,3937.5,water,Serpent
3353,4,2,Male,713,92,4010.625,air,Flying Serpent
3354,2,4,Female,592,292,3330.0,volcanoes,Wyvern
3355,4,0,Female,830,59,4668.75,water,Serpent
3356,4,2,Male,176,109,990.0,volcanoes,Drake
3357,4,6,Male,529,303,2975.625,mountain,Dragon
3358,2,2,Female,217,157,1220.625,volcanoes,Drake
3359,4,0,Male,1008,76,5670.0,air,Serpent
3360,4,2,Male,692,78,3892.5,air,Flying Serpent
3361,2,2,Male,189,111,1063.125,cave,Drake
3362,4,2,Male,896,87,5040.0,air,Flying Serpent
3363,0,0,Female,1199,35,6744.375,swamp,Wyrm
3364,2,2,Male,219,100,1231.875,cave,Drake
3365,4,2,Female,246,151,1383.75,air,Drake
3366,4,4,Male,499,412,2806.875,volcanoes,Dragon
3367,4,6,Male,423,232,2379.375,cave,Dragon
3368,4,4,Male,527,525,2964.375,mountain,Dragon
3369,2,2,Male,386,145,2171.25,volcanoes,Wyvern
3370,4,4,Female,795,601,4471.875,cave,Dragon
3371,4,2,Female,763,83,4291.875,air,Flying Serpent
3372,4,4,Male,437,346,2458.125,cave,Dragon
3373,2,2,Male,219,131,1231.875,woods,Drake
3374,4,0,Female,1114,62,6266.25,air,Serpent
3375,0,0,Male,1219,47,6856.875,swamp,Wyrm
3376,4,2,Female,722,557,4061.25,mountain,Dragon
3377,2,2,Female,259,161,1456.875,cave,Drake
3378,4,0,Male,690,69,3881.25,air,Serpent
3379,2,2,Female,478,292,2688.75,volcanoes,Wyvern
3380,0,0,Female,1187,49,6676.875,swamp,Wyrm
3381,4,0,Female,777,68,4370.625,water,Serpent
3382,2,2,Female,262,129,1473.75,air,Drake
3383,0,0,Male,1079,48,6069.375,cave,Wyrm
3384,4,2,Male,778,97,4376.25,air,Flying Serpent
3385,0,0,Female,1369,39,7700.625,cave,Wyrm
3386,4,4,Male,584,290,3285.0,volcanoes,Dragon
3387,4,0,Female,955,53,5371.875,water,Serpent
3388,4,2,Female,731,344,4111.875,mountain,Dragon
3389,4,2,Male,599,81,3369.375,air,Flying Serpent
3390,2,2,Female,251,165,1411.875,air,Drake
3391,2,2,Female,302,176,1698.75,volcanoes,Wyvern
3392,4,2,Male,733,80,4123.125,air,Flying Serpent
3393,4,2,Male,823,75,4629.375,air,Flying Serpent
3394,2,2,Female,237,143,1333.125,desert,Drake
3395,4,0,Male,1009,76,5675.625,air,Serpent
3396,4,4,Male,599,536,3369.375,mountain,Dragon
3397,4,6,Female,719,538,4044.375,cave,Dragon
3398,4,0,Male,726,69,4083.75,water,Serpent
3399,2,4,Male,305,194,1715.625,volcanoes,Wyvern
3400,4,0,Male,722,69,4061.25,water,Serpent
3401,2,4,Male,331,189,1861.875,volcanoes,Wyvern
3402,4,0,Male,647,65,3639.375,air,Serpent
3403,2,2,Male,191,125,1074.375,woods,Drake
3404,4,2,Male,544,512,3060.0,volcanoes,Dragon
3405,4,2,Male,215,132,1209.375,cave,Drake
3406,4,2,Female,224,157,1260.0,cave,Drake
3407,4,0,Male,970,79,5456.25,air,Serpent
3408,0,0,Male,1113,53,6260.625,swamp,Wyrm
3409,2,2,Male,184,123,1035.0,mountain,Drake
3410,0,0,Female,1106,49,6221.25,swamp,Wyrm
3411,4,0,Female,965,56,5428.125,air,Serpent
3412,4,2,Female,220,154,1237.5,desert,Drake
3413,0,0,Male,858,45,4826.25,swamp,Wyrm
3414,0,0,Female,1105,39,6215.625,cave,Wyrm
3415,4,6,Female,510,552,2868.75,cave,Dragon
3416,4,4,Male,424,232,2385.0,volcanoes,Dragon
3417,4,2,Female,226,123,1271.25,woods,Drake
3418,2,2,Male,183,133,1029.375,mountain,Drake
3419,4,2,Female,688,83,3870.0,air,Flying Serpent
3420,4,2,Male,218,107,1226.25,woods,Drake
3421,4,0,Female,861,63,4843.125,water,Serpent
3422,4,0,Female,1038,64,5838.75,air,Serpent
3423,4,2,Male,213,148,1198.125,mountain,Drake
3424,4,0,Male,781,72,4393.125,water,Serpent
3425,4,0,Female,979,53,5506.875,air,Serpent
3426,4,2,Female,263,143,1479.375,air,Drake
3427,0,0,Male,1139,53,6406.875,swamp,Wyrm
3428,2,2,Male,337,132,1895.625,volcanoes,Wyvern
3429,2,4,Female,477,225,2683.125,volcanoes,Wyvern
3430,2,4,Female,273,161,1535.625,volcanoes,Wyvern
3431,4,2,Female,245,142,1378.125,cave,Drake
3432,2,2,Female,264,158,1485.0,woods,Drake
3433,2,4,Male,317,166,1783.125,volcanoes,Wyvern
3434,4,4,Male,583,575,3279.375,mountain,Dragon
3435,4,2,Male,533,310,2998.125,mountain,Dragon
3436,0,0,Female,1023,42,5754.375,swamp,Wyrm
3437,2,4,Male,393,201,2210.625,volcanoes,Wyvern
3438,4,4,Male,494,244,2778.75,volcanoes,Dragon
3439,0,0,Male,1028,59,5782.5,swamp,Wyrm
3440,0,0,Male,972,55,5467.5,swamp,Wyrm
3441,4,2,Male,565,371,3178.125,mountain,Dragon
3442,4,2,Male,804,78,4522.5,air,Flying Serpent
3443,4,2,Male,181,136,1018.125,woods,Drake
3444,0,0,Female,1141,37,6418.125,cave,Wyrm
3445,0,0,Female,1018,44,5726.25,cave,Wyrm
3446,4,2,Male,755,77,4246.875,air,Flying Serpent
3447,4,2,Female,230,143,1293.75,woods,Drake
3448,2,2,Female,243,164,1366.875,mountain,Drake
3449,2,2,Female,302,277,1698.75,volcanoes,Wyvern
3450,4,0,Male,899,69,5056.875,water,Serpent
3451,0,0,Female,977,42,5495.625,swamp,Wyrm
3452,4,4,Female,677,491,3808.125,mountain,Dragon
3453,4,4,Male,459,420,2581.875,cave,Dragon
3454,4,2,Male,738,99,4151.25,air,Flying Serpent
3455,4,0,Female,1106,67,6221.25,water,Serpent
3456,0,0,Female,1364,36,7672.5,swamp,Wyrm
3457,4,2,Male,579,405,3256.875,cave,Dragon
3458,4,2,Female,228,136,1282.5,mountain,Drake
3459,4,2,Female,816,71,4590.0,air,Flying Serpent
3460,2,2,Male,317,219,1783.125,volcanoes,Wyvern
3461,0,0,Male,937,52,5270.625,cave,Wyrm
3462,4,2,Male,715,87,4021.875,air,Flying Serpent
3463,2,4,Male,280,135,1575.0,volcanoes,Wyvern
3464,4,2,Female,805,76,4528.125,air,Flying Serpent
3465,2,2,Female,313,260,1760.625,volcanoes,Wyvern
3466,4,6,Male,577,244,3245.625,cave,Dragon
3467,4,2,Male,501,245,2818.125,mountain,Dragon
3468,4,2,Female,1052,65,5917.5,air,Flying Serpent
3469,4,2,Female,801,73,4505.625,air,Flying Serpent
3470,4,2,Female,528,452,2970.0,volcanoes,Dragon
3471,4,0,Male,709,68,3988.125,water,Serpent
3472,4,2,Male,197,127,1108.125,desert,Drake
3473,2,4,Female,474,263,2666.25,volcanoes,Wyvern
3474,4,4,Male,457,415,2570.625,cave,Dragon
3475,4,2,Female,968,68,5445.0,air,Flying Serpent
3476,0,0,Male,1186,57,6671.25,swamp,Wyrm
3477,0,0,Male,856,50,4815.0,cave,Wyrm
3478,4,0,Male,774,65,4353.75,water,Serpent
3479,2,4,Male,370,152,2081.25,volcanoes,Wyvern
3480,2,2,Male,207,107,1164.375,air,Drake
3481,4,2,Female,678,75,3813.75,air,Flying Serpent
3482,4,2,Female,702,76,3948.75,air,Flying Serpent
3483,4,2,Male,720,82,4050.0,air,Flying Serpent
3484,4,0,Male,630,70,3543.75,air,Serpent
3485,4,6,Female,812,561,4567.5,cave,Dragon
3486,4,2,Female,1081,71,6080.625,air,Flying Serpent
3487,4,2,Female,1062,66,5973.75,air,Flying Serpent
3488,4,0,Male,665,73,3740.625,air,Serpent
3489,4,4,Female,656,357,3690.0,volcanoes,Dragon
3490,4,2,Female,778,532,4376.25,mountain,Dragon
3491,0,0,Male,912,52,5130.0,swamp,Wyrm
3492,2,2,Female,572,194,3217.5,volcanoes,Wyvern
3493,4,2,Female,503,330,2829.375,mountain,Dragon
3494,4,6,Female,513,328,2885.625,volcanoes,Dragon
3495,4,2,Male,419,259,2356.875,volcanoes,Dragon
3496,4,2,Male,213,105,1198.125,mountain,Drake
3497,2,4,Female,573,265,3223.125,volcanoes,Wyvern
3498,0,0,Male,835,46,4696.875,cave,Wyrm
3499,4,4,Female,723,610,4066.875,cave,Dragon
3500,4,2,Female,215,131,1209.375,volcanoes,Drake
3501,0,0,Female,1281,36,7205.625,cave,Wyrm
3502,4,2,Male,685,80,3853.125,air,Flying Serpent
3503,0,0,Female,1366,48,7683.75,cave,Wyrm
3504,0,0,Female,1167,42,6564.375,swamp,Wyrm
3505,2,2,Female,454,276,2553.75,volcanoes,Wyvern
3506,4,4,Female,685,414,3853.125,volcanoes,Dragon
3507,0,0,Male,876,53,4927.5,swamp,Wyrm
3508,4,2,Female,256,140,1440.0,cave,Drake
3509,4,0,Male,1027,69,5776.875,air,Serpent
3510,4,2,Female,838,82,4713.75,air,Flying Serpent
3511,2,2,Female,222,136,1248.75,desert,Drake
3512,4,4,Male,587,484,3301.875,cave,Dragon
3513,4,0,Female,901,65,5068.125,air,Serpent
3514,4,6,Female,698,567,3926.25,mountain,Dragon
3515,2,2,Female,485,255,2728.125,volcanoes,Wyvern
3516,4,2,Male,193,142,1085.625,woods,Drake
3517,2,2,Female,522,268,2936.25,volcanoes,Wyvern
3518,2,4,Female,367,212,2064.375,volcanoes,Wyvern
3519,0,0,Female,1029,43,5788.125,swamp,Wyrm
3520,2,4,Male,251,159,1411.875,volcanoes,Wyvern
3521,4,0,Male,745,71,4190.625,water,Serpent
3522,4,2,Male,842,75,4736.25,air,Flying Serpent
3523,2,2,Male,189,134,1063.125,volcanoes,Drake
3524,2,2,Male,360,214,2025.0,volcanoes,Wyvern
3525,2,2,Female,272,199,1530.0,volcanoes,Wyvern
3526,4,2,Male,217,122,1220.625,cave,Drake
3527,2,2,Male,186,90,1046.25,desert,Drake
3528,2,4,Male,347,183,1951.875,volcanoes,Wyvern
3529,4,0,Male,641,78,3605.625,air,Serpent
3530,4,2,Female,1031,73,5799.375,air,Flying Serpent
3531,4,4,Female,550,291,3093.75,cave,Dragon
3532,4,2,Male,791,78,4449.375,air,Flying Serpent
3533,4,0,Female,1090,54,6131.25,air,Serpent
3534,0,0,Female,973,35,5473.125,swamp,Wyrm
3535,2,2,Female,234,156,1316.25,cave,Drake
3536,4,2,Female,749,78,4213.125,air,Flying Serpent
3537,4,2,Female,794,66,4466.25,air,Flying Serpent
3538,0,0,Female,1231,41,6924.375,cave,Wyrm
3539,4,6,Male,491,370,2761.875,mountain,Dragon
3540,4,2,Male,879,89,4944.375,air,Flying Serpent
3541,4,2,Female,263,154,1479.375,air,Drake
3542,0,0,Female,1212,38,6817.5,cave,Wyrm
3543,4,4,Male,577,501,3245.625,mountain,Dragon
3544,4,2,Female,560,264,3150.0,mountain,Dragon
3545,2,2,Male,220,213,1237.5,volcanoes,Wyvern
3546,4,2,Female,228,150,1282.5,mountain,Drake
3547,4,0,Female,737,69,4145.625,air,Serpent
3548,2,4,Male,396,197,2227.5,volcanoes,Wyvern
3549,2,4,Female,549,208,3088.125,volcanoes,Wyvern
3550,0,0,Male,899,52,5056.875,swamp,Wyrm
3551,2,2,Female,592,253,3330.0,volcanoes,Wyvern
3552,0,0,Female,1313,42,7385.625,cave,Wyrm
3553,2,4,Female,522,278,2936.25,volcanoes,Wyvern
3554,4,2,Male,559,330,3144.375,volcanoes,Dragon
3555,4,2,Male,412,439,2317.5,cave,Dragon
3556,4,2,Female,244,111,1372.5,desert,Drake
3557,4,2,Male,395,357,2221.875,cave,Dragon
3558,2,4,Male,399,147,2244.375,volcanoes,Wyvern
3559,0,0,Male,1006,46,5658.75,swamp,Wyrm
3560,4,6,Male,586,339,3296.25,mountain,Dragon
3561,4,0,Male,869,76,4888.125,water,Serpent
3562,4,2,Male,800,94,4500.0,air,Flying Serpent
3563,2,4,Male,307,164,1726.875,volcanoes,Wyvern
3564,0,0,Male,1177,46,6620.625,cave,Wyrm
3565,4,6,Male,534,321,3003.75,mountain,Dragon
3566,4,6,Male,504,423,2835.0,cave,Dragon
3567,4,2,Male,808,93,4545.0,air,Flying Serpent
3568,4,0,Female,1128,50,6345.0,water,Serpent
3569,4,2,Female,253,160,1423.125,mountain,Drake
3570,2,2,Male,349,213,1963.125,volcanoes,Wyvern
3571,4,0,Female,912,71,5130.0,water,Serpent
3572,4,4,Female,598,259,3363.75,mountain,Dragon
3573,4,2,Female,694,74,3903.75,air,Flying Serpent
3574,4,6,Male,403,574,2266.875,cave,Dragon
3575,4,2,Female,240,149,1350.0,air,Drake
3576,4,2,Male,186,129,1046.25,cave,Drake
3577,4,0,Male,1012,75,5692.5,water,Serpent
3578,4,0,Male,852,79,4792.5,air,Serpent
3579,4,0,Male,736,72,4140.0,air,Serpent
3580,0,0,Female,1196,37,6727.5,swamp,Wyrm
3581,0,0,Male,937,48,5270.625,cave,Wyrm
3582,4,2,Female,875,81,4921.875,air,Flying Serpent
3583,2,2,Male,262,195,1473.75,volcanoes,Wyvern
3584,4,6,Female,613,285,3448.125,mountain,Dragon
3585,4,0,Female,877,56,4933.125,air,Serpent
3586,4,4,Male,553,569,3110.625,volcanoes,Dragon
3587,2,2,Female,342,220,1923.75,volcanoes,Wyvern
3588,0,0,Male,1086,47,6108.75,cave,Wyrm
3589,4,0,Male,892,72,5017.5,water,Serpent
3590,2,4,Male,360,164,2025.0,volcanoes,Wyvern
3591,2,2,Female,234,136,1316.25,air,Drake
3592,4,0,Female,1124,62,6322.5,air,Serpent
3593,4,6,Female,755,282,4246.875,cave,Dragon
3594,0,0,Male,1172,55,6592.5,cave,Wyrm
3595,4,2,Male,224,117,1260.0,air,Drake
3596,4,2,Male,204,103,1147.5,woods,Drake
3597,4,0,Female,972,67,5467.5,air,Serpent
3598,0,0,Female,969,42,5450.625,swamp,Wyrm
3599,4,0,Female,997,71,5608.125,air,Serpent
3600,0,0,Male,1230,46,6918.75,swamp,Wyrm
3601,4,0,Female,1029,64,5788.125,air,Serpent
3602,4,2,Female,568,370,3195.0,cave,Dragon
3603,4,0,Female,765,52,4303.125,air,Serpent
3604,2,4,Male,409,178,2300.625,volcanoes,Wyvern
3605,4,2,Female,779,72,4381.875,air,Flying Serpent
3606,4,0,Female,780,67,4387.5,water,Serpent
3607,4,0,Male,758,68,4263.75,water,Serpent
3608,0,0,Male,944,63,5310.0,swamp,Wyrm
3609,2,2,Male,201,131,1130.625,volcanoes,Drake
3610,4,0,Female,873,61,4910.625,air,Serpent
3611,4,0,Female,1104,71,6210.0,air,Serpent
3612,0,0,Female,1026,47,5771.25,cave,Wyrm
3613,4,4,Male,468,543,2632.5,mountain,Dragon
3614,4,2,Female,677,73,3808.125,air,Flying Serpent
3615,4,2,Male,424,251,2385.0,mountain,Dragon
3616,4,0,Female,1139,69,6406.875,air,Serpent
3617,4,0,Male,614,69,3453.75,water,Serpent
3618,0,0,Female,1244,40,6997.5,cave,Wyrm
3619,2,4,Male,397,133,2233.125,volcanoes,Wyvern
3620,4,4,Male,575,298,3234.375,volcanoes,Dragon
3621,4,2,Female,241,172,1355.625,volcanoes,Drake
3622,4,2,Male,725,75,4078.125,air,Flying Serpent
3623,2,4,Male,235,171,1321.875,volcanoes,Wyvern
3624,4,4,Male,614,470,3453.75,cave,Dragon
3625,2,4,Male,366,173,2058.75,volcanoes,Wyvern
3626,4,2,Male,684,90,3847.5,air,Flying Serpent
3627,4,0,Female,989,74,5563.125,water,Serpent
3628,2,2,Female,232,160,1305.0,mountain,Drake
3629,2,4,Female,306,245,1721.25,volcanoes,Wyvern
3630,4,4,Male,546,234,3071.25,cave,Dragon
3631,4,0,Male,627,74,3526.875,water,Serpent
3632,2,2,Female,596,230,3352.5,volcanoes,Wyvern
3633,4,0,Male,603,70,3391.875,air,Serpent
3634,4,2,Female,257,118,1445.625,air,Drake
3635,4,2,Male,838,94,4713.75,air,Flying Serpent
3636,0,0,Female,1103,43,6204.375,cave,Wyrm
3637,4,0,Female,1101,56,6193.125,air,Serpent
3638,2,4,Male,260,152,1462.5,volcanoes,Wyvern
3639,4,2,Female,899,68,5056.875,air,Flying Serpent
3640,4,2,Male,658,90,3701.25,air,Flying Serpent
3641,2,4,Male,263,171,1479.375,volcanoes,Wyvern
3642,4,2,Male,494,341,2778.75,volcanoes,Dragon
3643,4,0,Female,813,69,4573.125,air,Serpent
3644,4,2,Male,177,122,995.625,woods,Drake
3645,4,2,Male,615,85,3459.375,air,Flying Serpent
3646,4,2,Male,613,89,3448.125,air,Flying Serpent
3647,2,2,Female,331,250,1861.875,volcanoes,Wyvern
3648,4,4,Female,735,401,4134.375,volcanoes,Dragon
3649,4,4,Female,523,302,2941.875,volcanoes,Dragon
3650,0,0,Female,1312,42,7380.0,cave,Wyrm
3651,2,2,Male,342,209,1923.75,volcanoes,Wyvern
3652,4,0,Male,923,69,5191.875,water,Serpent
3653,4,6,Male,584,236,3285.0,cave,Dragon
3654,0,0,Male,834,64,4691.25,cave,Wyrm
3655,0,0,Female,1103,48,6204.375,cave,Wyrm
3656,4,0,Female,763,69,4291.875,air,Serpent
3657,2,2,Male,331,165,1861.875,volcanoes,Wyvern
3658,4,6,Male,426,267,2396.25,mountain,Dragon
3659,4,2,Female,902,76,5073.75,air,Flying Serpent
3660,4,0,Male,961,78,5405.625,air,Serpent
3661,2,4,Female,370,205,2081.25,volcanoes,Wyvern
3662,2,2,Male,419,145,2356.875,volcanoes,Wyvern
3663,4,2,Male,771,86,4336.875,air,Flying Serpent
3664,4,2,Male,756,78,4252.5,air,Flying Serpent
3665,2,2,Female,331,164,1861.875,volcanoes,Wyvern
3666,4,2,Female,880,71,4950.0,air,Flying Serpent
3667,4,6,Male,487,469,2739.375,cave,Dragon
3668,4,0,Male,647,76,3639.375,air,Serpent
3669,4,2,Male,810,77,4556.25,air,Flying Serpent
3670,4,2,Male,759,98,4269.375,air,Flying Serpent
3671,2,4,Female,282,248,1586.25,volcanoes,Wyvern
3672,4,0,Female,924,58,5197.5,air,Serpent
3673,2,2,Female,405,165,2278.125,volcanoes,Wyvern
3674,4,2,Male,456,478,2565.0,volcanoes,Dragon
3675,4,2,Male,906,99,5096.25,air,Flying Serpent
3676,4,0,Female,1071,58,6024.375,air,Serpent
3677,4,6,Male,525,552,2953.125,volcanoes,Dragon
3678,4,0,Male,865,68,4865.625,water,Serpent
3679,4,2,Female,711,81,3999.375,air,Flying Serpent
3680,0,0,Male,972,61,5467.5,cave,Wyrm
3681,2,2,Female,469,270,2638.125,volcanoes,Wyvern
3682,2,2,Male,317,127,1783.125,volcanoes,Wyvern
3683,4,2,Female,254,154,1428.75,mountain,Drake
3684,2,2,Female,215,128,1209.375,desert,Drake
3685,4,2,Female,969,70,5450.625,air,Flying Serpent
3686,4,0,Female,913,72,5135.625,water,Serpent
3687,0,0,Male,959,54,5394.375,swamp,Wyrm
3688,4,0,Male,832,75,4680.0,water,Serpent
3689,4,0,Female,919,53,5169.375,air,Serpent
3690,4,4,Female,504,562,2835.0,cave,Dragon
3691,2,2,Female,340,192,1912.5,volcanoes,Wyvern
3692,4,0,Male,1010,79,5681.25,water,Serpent
3693,4,2,Female,752,66,4230.0,air,Flying Serpent
3694,0,0,Female,1045,47,5878.125,swamp,Wyrm
3695,2,2,Female,261,133,1468.125,air,Drake
3696,4,2,Female,1057,76,5945.625,air,Flying Serpent
3697,4,6,Female,774,563,4353.75,mountain,Dragon
3698,2,2,Male,221,106,1243.125,air,Drake
3699,4,0,Female,1015,67,5709.375,air,Serpent
3700,4,2,Male,903,79,5079.375,air,Flying Serpent
3701,4,2,Male,180,116,1012.5,mountain,Drake
3702,0,0,Female,1111,35,6249.375,swamp,Wyrm
3703,4,0,Male,818,76,4601.25,air,Serpent
3704,0,0,Male,932,63,5242.5,swamp,Wyrm
3705,0,0,Female,1238,44,6963.75,cave,Wyrm
3706,4,0,Female,909,53,5113.125,air,Serpent
3707,4,0,Male,751,73,4224.375,water,Serpent
3708,0,0,Female,1204,38,6772.5,cave,Wyrm
3709,4,2,Male,917,83,5158.125,air,Flying Serpent
3710,4,0,Male,955,71,5371.875,water,Serpent
3711,2,4,Male,283,128,1591.875,volcanoes,Wyvern
3712,4,0,Male,682,66,3836.25,water,Serpent
3713,0,0,Female,1326,49,7458.75,swamp,Wyrm
3714,4,6,Male,398,455,2238.75,mountain,Dragon
3715,4,4,Female,758,269,4263.75,mountain,Dragon
3716,4,2,Male,199,114,1119.375,air,Drake
3717,2,4,Male,325,209,1828.125,volcanoes,Wyvern
3718,4,2,Male,215,141,1209.375,desert,Drake
3719,2,2,Male,220,191,1237.5,volcanoes,Wyvern
3720,4,2,Female,829,66,4663.125,air,Flying Serpent
3721,4,0,Male,967,76,5439.375,air,Serpent
3722,0,0,Male,1199,53,6744.375,swamp,Wyrm
3723,4,6,Female,768,529,4320.0,volcanoes,Dragon
3724,2,2,Female,510,177,2868.75,volcanoes,Wyvern
3725,4,6,Female,539,291,3031.875,volcanoes,Dragon
3726,4,2,Female,701,74,3943.125,air,Flying Serpent
3727,0,0,Female,1095,49,6159.375,cave,Wyrm
3728,4,2,Female,241,161,1355.625,mountain,Drake
3729,4,0,Male,782,71,4398.75,air,Serpent
3730,4,2,Female,971,72,5461.875,air,Flying Serpent
3731,4,2,Male,773,75,4348.125,air,Flying Serpent
3732,2,4,Male,217,172,1220.625,volcanoes,Wyvern
3733,2,2,Female,252,120,1417.5,air,Drake
3734,0,0,Male,924,60,5197.5,cave,Wyrm
3735,4,0,Female,907,55,5101.875,water,Serpent
3736,4,4,Male,593,373,3335.625,cave,Dragon
3737,2,4,Male,223,200,1254.375,volcanoes,Wyvern
3738,0,0,Male,994,55,5591.25,swamp,Wyrm
3739,2,2,Female,219,174,1231.875,woods,Drake
3740,4,0,Female,961,54,5405.625,water,Serpent
3741,4,4,Female,626,446,3521.25,volcanoes,Dragon
3742,0,0,Female,1021,42,5743.125,swamp,Wyrm
3743,0,0,Female,1030,42,5793.75,cave,Wyrm
3744,2,2,Male,212,125,1192.5,volcanoes,Drake
3745,4,6,Female,785,471,4415.625,volcanoes,Dragon
3746,4,4,Male,413,266,2323.125,cave,Dragon
3747,4,6,Female,611,575,3436.875,cave,Dragon
3748,4,6,Male,577,210,3245.625,volcanoes,Dragon
3749,2,4,Female,301,260,1693.125,volcanoes,Wyvern
3750,4,0,Female,752,73,4230.0,water,Serpent
3751,0,0,Male,883,60,4966.875,cave,Wyrm
